case_id,activity_name,timestamp
0012,b,2024-09-12 13:47:11.303896
0012,c,2024-09-12 13:47:11.303896
0012,e,2024-09-12 13:47:11.303896
0013,a,2024-09-13 13:47:11.303896
0013,c,2024-09-13 13:47:11.303896
0013,b,2024-09-13 13:47:11.303896
0013,d,2024-09-13 13:47:11.303896
0013,b,2024-09-13 13:47:11.303896
0013,c,2024-09-13 13:47:11.303896
0013,e,2024-09-13 13:47:11.303896
0014,a,2024-09-14 13:47:11.303896
0014,c,2024-09-14 13:47:11.303896
0014,b,2024-09-14 13:47:11.303896
0014,d,2024-09-14 13:47:11.303896
0014,b,2024-09-14 13:47:11.303896
0014,c,2024-09-14 13:47:11.303896
0014,e,2024-09-14 13:47:11.303896
0015,a,2024-09-15 13:47:11.303896
0015,b,2024-09-15 13:47:11.303896
0015,c,2024-09-15 13:47:11.303896
0015,d,2024-09-15 13:47:11.303896
0015,c,2024-09-15 13:47:11.303896
0015,b,2024-09-15 13:47:11.303896
0015,e,2024-09-15 13:47:11.303896
0016,a,2024-09-16 13:47:11.303896
0016,b,2024-09-16 13:47:11.303896
0016,c,2024-09-16 13:47:11.303896
0016,d,2024-09-16 13:47:11.303896
0016,c,2024-09-16 13:47:11.303896
0016,b,2024-09-16 13:47:11.303896
0016,e,2024-09-16 13:47:11.303896
0017,a,2024-09-17 13:47:11.303896
0017,b,2024-09-17 13:47:11.303896
0017,c,2024-09-17 13:47:11.303896
0017,d,2024-09-17 13:47:11.303896
0017,c,2024-09-17 13:47:11.303896
0017,b,2024-09-17 13:47:11.303896
0017,e,2024-09-17 13:47:11.303896
0018,a,2024-09-18 13:47:11.303896
0018,b,2024-09-18 13:47:11.303896
0018,c,2024-09-18 13:47:11.303896
0018,d,2024-09-18 13:47:11.303896
0018,c,2024-09-18 13:47:11.303896
0018,b,2024-09-18 13:47:11.303896
0018,e,2024-09-18 13:47:11.303896
0019,a,2024-09-19 13:47:11.303896
0019,b,2024-09-19 13:47:11.303896
0019,c,2024-09-19 13:47:11.303896
0019,d,2024-09-19 13:47:11.303896
0019,c,2024-09-19 13:47:11.303896
0019,b,2024-09-19 13:47:11.303896
0019,e,2024-09-19 13:47:11.303896
0020,a,2024-09-20 13:47:11.303896
0020,b,2024-09-20 13:47:11.303896
0020,c,2024-09-20 13:47:11.303896
0020,d,2024-09-20 13:47:11.303896
0020,c,2024-09-20 13:47:11.303896
0020,b,2024-09-20 13:47:11.303896
0020,e,2024-09-20 13:47:11.303896
0021,a,2024-09-21 13:47:11.303896
0021,b,2024-09-21 13:47:11.303896
0021,c,2024-09-21 13:47:11.303896
0021,d,2024-09-21 13:47:11.303896
0021,c,2024-09-21 13:47:11.303896
0021,b,2024-09-21 13:47:11.303896
0021,e,2024-09-21 13:47:11.303896
0022,a,2024-09-22 13:47:11.303896
0022,b,2024-09-22 13:47:11.303896
0022,c,2024-09-22 13:47:11.303896
0022,d,2024-09-22 13:47:11.303896
0022,c,2024-09-22 13:47:11.303896
0022,b,2024-09-22 13:47:11.303896
0022,e,2024-09-22 13:47:11.303896
0023,a,2024-09-23 13:47:11.303896
0023,b,2024-09-23 13:47:11.303896
0023,c,2024-09-23 13:47:11.303896
0023,d,2024-09-23 13:47:11.303896
0023,c,2024-09-23 13:47:11.303896
0023,b,2024-09-23 13:47:11.303896
0023,e,2024-09-23 13:47:11.303896
0024,a,2024-09-24 13:47:11.303896
0024,b,2024-09-24 13:47:11.303896
0024,c,2024-09-24 13:47:11.303896
0024,d,2024-09-24 13:47:11.303896
0024,c,2024-09-24 13:47:11.303896
0024,b,2024-09-24 13:47:11.303896
0024,e,2024-09-24 13:47:11.303896
0025,a,2024-09-25 13:47:11.303896
0025,c,2024-09-25 13:47:11.303896
0025,b,2024-09-25 13:47:11.303896
0025,d,2024-09-25 13:47:11.303896
0025,c,2024-09-25 13:47:11.303896
0025,b,2024-09-25 13:47:11.303896
0025,d,2024-09-25 13:47:11.303896
0025,b,2024-09-25 13:47:11.303896
0025,c,2024-09-25 13:47:11.303896
0025,e,2024-09-25 13:47:11.303896
